City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
629,Zelenogradsk,RU,86.05,clear sky,54.9589,20.4767,Apriori Hotel
630,Stargard Szczecinski,PL,80.15,overcast clouds,53.3367,15.0499,"Hotel - Restauracja "" Spichlerz"""
631,Tamandare,BR,79.97,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
632,Cockburn Town,TC,82.2,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
635,Tomatlan,MX,85.8,scattered clouds,19.9333,-105.25,El Salvial
636,Hamilton,US,78.31,moderate rain,39.1834,-84.5333,Six Acres Bed & Breakfast
639,San Fernando,PH,80.33,moderate rain,15.0286,120.6898,Maharlika Hostel
640,Meadow Lake,US,83.32,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
641,Sur,OM,85.44,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
644,Neftcala,AZ,82.18,clear sky,39.3742,49.2472,Otel restoran
645,Kavaratti,IN,80.17,overcast clouds,10.5669,72.642,Green leaf
649,Nkayi,CG,89.58,broken clouds,-4.1841,13.2884,Résidence privée du Maire NKAYI
651,Acarau,BR,87.03,clear sky,-2.8856,-40.12,castelo pizzaria
652,Manali,IN,84.29,overcast clouds,13.1667,80.2667,Sarathy Lodge
654,Namatanai,PG,78.21,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
662,Caramay,PH,78.8,moderate rain,10.1815,119.236,Peace and Love Beach Club
666,Contramaestre,CU,87.3,broken clouds,20.2978,-76.2414,Hotel Caribeño
668,Sao Jose Da Coroa Grande,BR,79.32,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
670,Hauterive,FR,83.16,overcast clouds,46.0901,3.4459,Aletti Palace Hotel
673,Arrah,IN,89.49,overcast clouds,25.5667,84.6667,Hotel The Regal- Arrah
674,Gunjur,GM,83.34,moderate rain,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
677,Otradnoye,RU,85.03,clear sky,59.7775,30.8181,Baza otdikha Petrushinsky Khutor
681,Hobyo,SO,76.86,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
685,La Asuncion,VE,83.93,broken clouds,11.0333,-63.8628,Colinas de Matasiete
686,Steamboat Springs,US,75.7,clear sky,40.485,-106.8317,Steamboat Grand
687,Estelle,US,88.0,broken clouds,29.8458,-90.1067,Ohio
689,Aflao,TG,80.73,few clouds,6.116,1.1914,Hotel LeBenin
691,Inirida,CO,84.85,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
692,Bac Lieu,VN,79.57,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
693,Fengzhen,CN,75.24,scattered clouds,40.4394,113.1536,Feng Zhen Hotel
695,Jati,PK,86.67,light rain,24.3539,68.2671,Cafe Lala Rehan Restaurant
699,Carutapera,BR,83.77,broken clouds,-1.195,-46.02,Lidera
706,Iglesias,IT,85.42,clear sky,39.3114,8.535,"B&B Mare Monti Miniere - Sardinia Sud-Ovest, Sulcis iglesiente, trekking, climbing Masua, Nebida, Miniere, Porto Flavia, Grotta Sardegna, Pan di Zucchero, Cammino Minerario Santa Barbara, Caserma “Trieste”,"
