City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Punta Cardon,VE,11.6581,-70.215,84.31,66,32,25.17,scattered clouds
349,Zlobin,HR,45.2924,14.6541,85.3,26,0,4.61,clear sky
350,Bredy,RU,52.4153,60.3411,69.01,55,73,9.06,broken clouds
351,Kushmurun,KZ,52.4503,64.6311,70.74,56,7,9.48,clear sky
352,Road Town,VG,18.4167,-64.6167,91.49,70,40,16.11,scattered clouds
353,Nara,JP,34.6851,135.8049,79.97,75,65,3.04,broken clouds
354,Westport,US,41.1415,-73.3579,89.31,78,0,5.75,clear sky
355,Maridi,SS,4.9158,29.4742,72.55,87,22,1.39,light rain
356,Bemidji,US,47.4736,-94.8803,80.91,58,40,10.36,scattered clouds
357,Coihaique,CL,-45.5752,-72.0662,32.61,86,40,5.75,scattered clouds
358,Ocean City,US,39.2776,-74.5746,88.18,74,100,5.01,overcast clouds
359,Nanortalik,GL,60.1432,-45.2371,45.66,92,100,6.51,light rain
360,Ucluelet,CA,48.9329,-125.5528,56.08,92,0,1.34,clear sky
361,Boca Do Acre,BR,-8.7522,-67.3978,75.85,88,100,2.86,overcast clouds
362,Geraldton,AU,-28.7667,114.6,46.81,93,44,10.36,scattered clouds
363,El Alto,PE,-4.2714,-81.2147,65.86,67,32,13.65,scattered clouds
364,Wadi Maliz,TN,36.4681,8.5495,101.86,29,46,6.87,scattered clouds
365,Mackay,AU,-21.15,149.2,66.72,93,1,4.85,clear sky
366,Athens,GR,37.9795,23.7162,91.24,37,20,15.01,few clouds
367,Sembe,CG,1.6481,14.5806,77.27,87,68,0.85,moderate rain
368,Siva,EG,29.2041,25.5195,97.36,15,0,10.69,clear sky
369,Gravdal,NO,68.1214,13.5031,53.49,82,40,20.71,light intensity shower rain
370,Vostok,RU,46.4856,135.8833,64.2,99,100,4.38,overcast clouds
371,Codrington,AU,-38.2667,141.9667,42.19,97,8,7.65,clear sky
372,Abalak,RU,58.1286,68.5944,68.22,61,62,4.14,broken clouds
373,Cabo San Lucas,MX,22.8909,-109.9124,92.61,57,96,1.99,overcast clouds
374,Murray Bridge,AU,-35.1167,139.2667,53.13,74,59,14.9,broken clouds
375,Vanderhoof,CA,54.0166,-124.0198,52.56,90,100,0.74,overcast clouds
376,Oistins,BB,13.0667,-59.5333,87.89,70,40,24.16,scattered clouds
377,Nakasongola,UG,1.3089,32.4564,74.14,57,98,5.82,overcast clouds
378,Jiangyan,CN,32.5061,120.1428,77.95,81,79,7.63,broken clouds
379,Kongolo,CD,-5.3833,27.0,89.64,23,30,3.6,scattered clouds
380,Xai-Xai,MZ,-25.0519,33.6442,68.43,78,0,6.73,clear sky
381,San Quintin,MX,30.4833,-115.95,72.3,81,16,11.48,few clouds
382,San Antonio,US,29.4241,-98.4936,88.9,67,75,9.22,broken clouds
383,Chernyshevskiy,RU,63.0128,112.4714,45.01,97,100,9.86,moderate rain
384,Port Said,EG,31.2565,32.2841,84.18,79,0,11.5,clear sky
385,Dharchula,IN,29.85,80.5333,73.4,95,84,1.48,broken clouds
386,Mayenne,FR,48.3333,-0.6667,76.44,27,9,14.92,clear sky
387,Ngunguru,NZ,-35.6167,174.5,50.25,75,24,4.65,few clouds
388,Khairpur,PK,27.5295,68.7617,95.0,47,61,12.28,broken clouds
389,Nemuro,JP,43.3236,145.575,58.08,80,98,7.38,overcast clouds
390,Bucine,IT,43.4764,11.6148,96.19,24,32,16.02,scattered clouds
391,North Bend,US,43.4065,-124.2243,66.16,94,0,5.75,mist
392,Soe,ID,-9.8607,124.284,60.35,94,64,3.15,broken clouds
393,Deputatskiy,RU,69.3,139.9,44.76,72,84,2.59,broken clouds
394,Scarborough,GB,54.2797,-0.4044,64.33,67,96,3.0,overcast clouds
395,Wajid,SO,3.8093,43.2471,84.87,34,46,17.11,scattered clouds
396,Kamenka,RU,51.3223,42.7678,78.89,44,81,6.89,broken clouds
397,George Town,MY,5.4112,100.3354,85.89,84,40,3.44,scattered clouds
398,Huambo,AO,-12.7761,15.7392,80.46,16,6,7.07,clear sky
399,Camalu,MX,30.85,-116.0667,72.82,80,0,7.25,clear sky
400,Alvinopolis,BR,-20.1067,-43.0489,88.99,22,0,2.13,clear sky
401,De-Kastri,RU,51.4667,140.7833,59.36,97,100,12.19,overcast clouds
402,Port Elizabeth,ZA,-33.918,25.5701,62.89,84,20,17.27,few clouds
403,Issa,RU,53.8705,44.8578,74.03,62,92,6.22,overcast clouds
404,Moctezuma,MX,29.8,-109.6667,84.33,52,71,2.59,broken clouds
405,Anadyr,RU,64.75,177.4833,37.9,100,20,6.71,few clouds
406,Rabat,MA,33.9911,-6.8401,86.04,74,20,9.22,few clouds
407,Husavik,IS,66.0449,-17.3389,57.15,56,12,3.58,few clouds
408,Morlaix,FR,48.5833,-4.0,68.0,56,20,17.27,few clouds
409,Airai,TL,-8.9266,125.4092,57.47,92,97,2.77,overcast clouds
410,Kagadi,UG,0.9606,30.7967,71.78,63,78,2.53,broken clouds
411,Mmabatho,ZA,-25.85,25.6333,73.36,17,0,4.61,clear sky
412,Danilovka,RU,50.3557,44.1168,80.83,36,80,12.59,broken clouds
413,Chitral,PK,35.8462,71.7858,79.7,57,62,4.99,broken clouds
414,Monrovia,LR,6.3005,-10.7969,80.37,75,100,11.01,overcast clouds
415,Sampit,ID,-2.5333,112.95,72.46,97,65,2.28,broken clouds
416,Saint-Louis,SN,16.3333,-15.0,100.04,37,52,5.99,broken clouds
417,Torrington,US,41.8007,-73.1212,88.86,64,100,1.99,overcast clouds
418,Portsoy,GB,57.6814,-2.6896,62.55,53,47,11.99,scattered clouds
419,Neiafu,TO,-18.65,-173.9833,77.68,88,75,6.91,broken clouds
420,Payson,US,40.0444,-111.7321,85.55,42,75,8.05,broken clouds
421,Nelson Bay,AU,-32.7167,152.15,60.01,82,0,8.99,clear sky
422,San,ML,13.3034,-4.8956,83.5,58,98,8.75,overcast clouds
423,Rayachoti,IN,14.05,78.75,77.88,73,100,14.05,overcast clouds
424,Newport,GB,51.5877,-2.9984,74.08,49,27,14.61,scattered clouds
425,Aksu,CN,41.1231,80.2644,78.67,43,97,4.0,overcast clouds
426,Lake Charles,US,30.2131,-93.2044,85.98,78,75,10.36,broken clouds
427,Khasan,RU,42.4308,130.6434,72.21,97,64,1.25,broken clouds
428,Gigmoto,PH,13.7796,124.39,79.66,85,100,9.57,overcast clouds
429,Ban Chang,TH,12.7254,101.0553,80.47,83,40,4.61,scattered clouds
430,Paragominas,BR,-2.9667,-47.4833,85.35,58,78,5.37,broken clouds
431,Nioro,GM,13.35,-15.75,77.68,88,98,7.29,overcast clouds
432,Kyzyl-Suu,KG,42.3414,78.0056,64.26,65,100,4.03,overcast clouds
433,Dakar,SN,14.6937,-17.4441,86.88,83,75,6.91,thunderstorm with light rain
434,Katobu,ID,-4.9408,122.5276,72.84,92,18,2.44,few clouds
435,San Juan,AR,-31.5375,-68.5364,60.39,36,2,4.27,clear sky
436,Ambovombe,MG,-25.1667,46.0833,68.36,79,45,10.27,scattered clouds
437,Rehoboth,NA,-23.3167,17.0833,75.47,12,0,11.41,clear sky
438,Mercedes,AR,-34.6515,-59.4307,58.86,37,0,4.23,clear sky
439,Lasa,IT,46.6166,10.7002,88.7,65,26,1.5,light rain
440,Laguna,US,38.421,-121.4238,70.43,72,75,14.97,broken clouds
441,Surt,LY,31.2089,16.5887,84.09,60,17,14.81,few clouds
442,Ende,ID,-8.8432,121.6623,70.5,80,44,2.1,scattered clouds
443,Flin Flon,CA,54.7682,-101.865,58.84,94,75,3.44,broken clouds
444,Oranjemund,NA,-28.55,16.4333,57.4,73,100,10.07,overcast clouds
445,Hokitika,NZ,-42.7167,170.9667,56.41,97,100,22.3,moderate rain
446,Snina,SK,48.9886,22.151,89.35,28,0,3.83,clear sky
447,Cherskiy,RU,68.75,161.3,47.32,72,100,7.87,overcast clouds
448,Houma,US,29.5958,-90.7195,84.99,86,75,1.99,broken clouds
449,Jalu,LY,29.0331,21.5482,97.23,17,0,15.3,clear sky
450,Salgueiro,BR,-8.0742,-39.1192,87.37,37,37,14.58,scattered clouds
451,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,87,75,9.22,broken clouds
452,Arieseni,RO,46.4833,22.7667,75.97,40,5,3.98,clear sky
453,Nipawin,CA,53.3668,-104.0009,62.64,72,75,16.11,broken clouds
454,Iqaluit,CA,63.7506,-68.5145,38.93,93,100,6.91,overcast clouds
455,Caohai,CN,26.8661,104.2841,58.91,95,58,4.29,broken clouds
456,Hakkari,TR,37.5833,44.1667,77.67,23,35,6.22,scattered clouds
457,Ahuimanu,US,21.4447,-157.8378,74.91,89,75,4.61,moderate rain
458,Palmares Do Sul,BR,-30.2578,-50.5097,56.68,76,95,15.17,overcast clouds
459,Pavlodar,KZ,52.3,76.95,64.2,52,0,6.71,clear sky
460,Rakai,UG,-0.72,31.4839,70.16,53,44,8.41,scattered clouds
461,Komsomolskiy,UZ,40.4272,71.7189,84.52,27,69,9.73,broken clouds
462,Limpapa,PH,7.1197,121.9106,76.33,84,90,2.68,overcast clouds
463,Savelugu,GH,9.6244,-0.8253,82.87,66,99,6.69,overcast clouds
464,Puerto Escondido,MX,15.85,-97.0667,84.33,65,13,5.48,few clouds
465,Aykhal,RU,66.0,111.5,49.42,81,100,16.13,overcast clouds
466,Eureka,US,40.8021,-124.1637,65.19,86,10,4.0,clear sky
467,Haines Junction,CA,60.7522,-137.5108,55.35,62,100,3.44,overcast clouds
468,Cayenne,GF,4.9333,-52.3333,87.84,13,20,11.5,few clouds
469,Huarmey,PE,-10.0681,-78.1522,66.16,74,100,10.38,overcast clouds
470,Hirara,JP,24.8,125.2833,84.56,73,6,9.37,clear sky
471,Dalby,AU,-27.1833,151.2667,56.66,92,100,3.42,light rain
472,Nanakuli,US,21.3906,-158.1547,75.15,83,0,3.44,clear sky
473,Chibombo,ZM,-14.6569,28.0706,70.97,30,1,5.44,clear sky
474,Orcopampa,PE,-15.2661,-72.3417,51.71,43,92,3.83,overcast clouds
475,Barranca,PE,-10.75,-77.7667,64.09,74,100,10.0,overcast clouds
476,Pitimbu,BR,-7.4706,-34.8086,81.19,65,42,12.86,scattered clouds
477,La Rioja,ES,42.25,-2.5,78.58,46,32,9.26,scattered clouds
478,Beeskow,DE,52.1667,14.25,85.33,51,36,6.85,scattered clouds
479,Dalmatovo,RU,56.26,62.9362,70.02,55,24,4.29,few clouds
480,Fare,PF,-16.7,-151.0167,77.99,76,95,25.9,light rain
481,Coracao De Maria,BR,-12.2333,-38.75,84.27,39,5,9.06,clear sky
482,Constitucion,CL,-35.3333,-72.4167,55.96,71,100,2.08,moderate rain
483,Faya,SA,18.3851,42.4509,68.11,72,94,5.1,overcast clouds
484,Warrnambool,AU,-38.3833,142.4833,44.91,91,0,8.81,clear sky
485,Souillac,MU,-20.5167,57.5167,70.18,73,40,11.5,scattered clouds
486,Yabassi,CM,4.457,9.9682,78.3,89,85,4.85,moderate rain
487,Pasadena,US,29.6911,-95.2091,93.06,67,75,5.99,broken clouds
488,Ahipara,NZ,-35.1667,173.1667,50.85,90,82,4.25,broken clouds
489,Jaen,ES,38.0,-3.5,101.25,12,0,15.03,clear sky
490,Marsa Matruh,EG,31.3525,27.2453,86.2,58,0,14.97,clear sky
491,Gao,ML,16.6362,1.637,96.26,30,4,5.3,clear sky
492,Vardo,NO,70.3705,31.1107,58.98,88,75,10.36,broken clouds
493,Yumen,CN,40.2833,97.2,77.97,37,100,12.55,overcast clouds
494,Misratah,LY,32.3754,15.0925,85.1,53,8,11.86,clear sky
495,Shitanjing,CN,39.2342,106.3439,83.91,49,6,5.86,clear sky
496,Yambio,SS,4.5721,28.3955,74.19,90,83,1.45,broken clouds
497,Chegdomyn,RU,51.1167,133.0167,63.64,98,100,2.35,light rain
498,Camacha,PT,33.0833,-16.3333,71.02,78,75,10.36,broken clouds
499,Rawson,AR,-43.3002,-65.1023,45.46,62,15,20.45,few clouds
500,Southampton,GB,50.904,-1.4043,75.04,45,0,8.05,clear sky
501,Batticaloa,LK,7.7102,81.6924,82.63,61,100,18.28,overcast clouds
502,Washington,US,47.5001,-120.5015,61.57,49,1,3.33,clear sky
503,Buraydah,SA,26.326,43.975,113.45,10,18,8.25,few clouds
504,Belaya Gora,RU,68.5333,146.4167,45.45,84,99,4.07,overcast clouds
505,Kaeo,NZ,-35.1,173.7833,44.33,93,51,1.74,broken clouds
506,Mwingi,KE,-0.9344,38.0601,69.17,57,93,11.63,overcast clouds
507,Bontang,ID,0.1333,117.5,76.53,90,24,8.5,few clouds
508,Imeni Poliny Osipenko,RU,52.4201,136.4853,61.77,97,100,4.85,overcast clouds
509,Mineros,BO,-17.1167,-63.2333,71.02,45,100,8.21,overcast clouds
510,Jacmel,HT,18.2342,-72.5347,93.04,55,55,5.64,broken clouds
511,Jiayuguan,CN,39.8167,98.3,81.82,26,99,8.39,overcast clouds
512,Collie,AU,-33.3667,116.15,46.02,92,37,1.92,scattered clouds
513,Beloha,MG,-25.1667,45.05,66.52,68,0,6.35,clear sky
514,Narrabri,AU,-30.3167,149.7833,54.52,93,81,1.99,broken clouds
515,Fort Saint James,CA,54.4333,-124.25,52.72,86,100,0.47,overcast clouds
516,Nova Odesa,UA,47.3078,31.7851,81.52,44,99,0.65,overcast clouds
517,Tigil,RU,57.8,158.6667,49.75,90,65,5.19,broken clouds
518,Blagoyevo,RU,63.3667,47.9167,75.45,56,74,5.88,broken clouds
519,Harper,LR,4.375,-7.7169,77.18,73,100,7.85,overcast clouds
520,Zabaykalsk,RU,49.6333,117.3167,61.83,65,3,7.61,clear sky
521,Kraskino,RU,42.7114,130.7794,73.04,99,91,0.96,overcast clouds
522,Dunedin,NZ,-45.8742,170.5036,56.8,64,100,3.78,light rain
523,Brigantine,US,39.4101,-74.3646,88.2,68,0,6.91,clear sky
524,Basco,PH,20.4487,121.9702,84.52,76,72,14.16,broken clouds
525,Krasnoselkup,RU,65.7,82.4667,62.94,71,51,3.27,broken clouds
526,Anupgarh,IN,29.1911,73.2086,90.27,61,100,9.42,overcast clouds
527,Skjervoy,NO,70.0311,20.9714,59.0,80,85,3.89,overcast clouds
528,Nenjiang,CN,49.1833,125.2167,63.45,84,0,8.68,clear sky
529,Parauna,BR,-16.9478,-50.4486,89.31,18,15,5.39,few clouds
530,Port Augusta,AU,-32.5,137.7667,46.62,89,1,6.98,clear sky
531,Tchibanga,GA,-2.85,11.0333,78.57,58,89,5.97,overcast clouds
532,Cukai,MY,4.25,103.4167,73.35,87,100,2.53,overcast clouds
533,Zunyi,CN,27.6867,106.9072,70.99,94,63,1.57,broken clouds
534,Cap Malheureux,MU,-19.9842,57.6142,71.47,67,0,3.0,clear sky
535,Charagua,BO,-19.8,-63.2167,63.97,38,94,4.14,overcast clouds
536,Teguise,ES,29.0605,-13.564,80.82,54,20,25.32,few clouds
537,Ntungamo,UG,-0.8833,29.65,73.87,61,71,1.41,broken clouds
538,Vila Velha,BR,-20.3297,-40.2925,87.75,54,0,13.8,clear sky
539,Paamiut,GL,61.994,-49.6678,45.84,89,100,16.75,light rain
540,Taylor,US,32.3001,-99.8337,94.42,35,0,13.8,clear sky
541,Marsaxlokk,MT,35.8419,14.5431,92.01,35,0,11.5,clear sky
542,Venado Tuerto,AR,-33.7456,-61.9688,59.77,24,1,8.03,clear sky
543,Eyl,SO,7.9803,49.8164,77.2,76,6,26.75,clear sky
544,Nador,MA,35.174,-2.9287,89.67,70,20,9.22,few clouds
545,Zhangye,CN,38.9342,100.4517,86.2,36,66,4.52,broken clouds
546,Luba,GQ,3.4568,8.5547,78.69,87,76,9.62,light rain
547,Beyneu,KZ,45.3167,55.2,90.14,20,2,12.55,clear sky
548,Adrar,MR,20.5022,-10.0711,103.48,18,9,2.04,clear sky
549,Outram,MY,1.2829,103.8379,80.53,75,75,2.3,light rain
550,Shache,CN,38.4167,77.2406,77.86,42,84,3.51,broken clouds
551,Tabou,CI,4.423,-7.3528,77.0,73,100,7.18,overcast clouds
552,Mahibadhoo,MV,3.7833,72.9667,81.9,77,100,16.11,overcast clouds
553,Sri Aman,MY,1.2376,111.4621,75.25,94,100,0.0,overcast clouds
554,Troitskoye,RU,52.9821,84.6757,59.23,60,41,5.66,scattered clouds
555,Asosa,ET,10.0667,34.5333,62.58,98,100,0.67,light rain
556,Clyde River,CA,70.4692,-68.5914,48.43,76,75,13.8,broken clouds
557,Ornskoldsvik,SE,63.2909,18.7153,65.35,68,20,5.75,few clouds
558,Allahganj,IN,27.55,79.6833,89.82,58,90,4.97,overcast clouds
559,Manicore,BR,-5.8092,-61.3003,97.68,26,10,5.53,clear sky
560,Tank,PK,32.2217,70.3793,99.57,35,16,11.63,few clouds
561,Bubaque,GW,11.2833,-15.8333,75.9,94,100,18.19,heavy intensity rain
562,Fuerte Olimpo,PY,-21.0415,-57.8738,77.18,49,60,5.57,broken clouds
563,Yerbogachen,RU,61.2767,108.0108,51.21,88,100,6.24,overcast clouds
564,Belmonte,BR,-15.8631,-38.8828,77.31,69,61,9.69,broken clouds
565,Havre-Saint-Pierre,CA,50.2334,-63.5986,71.96,78,20,9.22,few clouds
566,Pacifica,US,37.6138,-122.4869,68.97,83,75,6.91,mist
567,Nuuk,GL,64.1835,-51.7216,45.88,93,100,41.0,overcast clouds
568,Solnechnyy,RU,50.7214,136.6319,64.35,96,100,3.65,moderate rain
569,Sant Julia De Loria,AD,42.4625,1.4825,64.2,73,75,10.36,light rain
570,Ichinoseki,JP,38.9167,141.1333,61.2,96,80,1.48,broken clouds
571,Hovd,MN,48.0056,91.6419,60.01,68,14,5.26,few clouds
572,Nizhniy Baskunchak,RU,48.2198,46.8311,88.39,21,100,10.42,overcast clouds
573,Camacari,BR,-12.6975,-38.3242,80.37,53,5,8.52,clear sky
574,Pokhara,NP,28.2333,83.9833,73.65,93,88,2.26,overcast clouds
575,Olafsvik,IS,64.8945,-23.7142,51.44,92,100,15.7,overcast clouds
576,Mnogovershinnyy,RU,53.9353,139.9242,59.65,93,65,4.63,broken clouds
577,Qasigiannguit,GL,68.8193,-51.1922,43.54,90,100,4.29,overcast clouds
578,Ambanja,MG,-13.6833,48.45,75.13,78,9,2.21,clear sky
579,Baghdad,IQ,33.3406,44.4009,114.71,17,0,8.05,clear sky
580,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,93.9,34,75,10.45,broken clouds
581,Kahului,US,20.8947,-156.47,76.84,73,0,4.0,clear sky
582,Koulamoutou,GA,-1.1303,12.4736,77.38,53,100,4.63,overcast clouds
583,Yakeshi,CN,49.2833,120.7333,57.88,80,35,6.64,scattered clouds
584,Bilibino,RU,68.0546,166.4372,42.6,84,92,5.97,overcast clouds
585,Anito,PH,12.4497,125.2886,76.01,94,100,6.67,overcast clouds
586,Los Llanos De Aridane,ES,28.6585,-17.9182,77.13,76,75,14.97,broken clouds
587,Bobo Dioulasso,BF,11.1771,-4.2979,84.65,65,40,10.36,scattered clouds
588,Lagos,NG,6.5833,3.75,86.32,62,55,8.3,broken clouds
589,Bowen,AU,-20.0167,148.2333,68.16,90,4,1.21,clear sky
590,Omboue,GA,-1.5746,9.2618,74.3,76,97,10.22,overcast clouds
591,Lloydminster,CA,53.2835,-110.0016,50.22,93,100,20.71,mist
592,Palmer,US,42.1584,-72.3287,89.51,60,75,5.75,broken clouds
593,Sand Springs,US,36.1398,-96.1089,88.18,70,1,1.01,clear sky
594,Rocha,UY,-34.4833,-54.3333,55.81,61,3,9.78,clear sky
595,Orlik,RU,52.5178,99.825,44.46,70,10,3.22,clear sky
596,Ilinskiy,RU,55.619,38.1182,86.38,31,0,8.99,clear sky
597,Kayes,ML,14.0,-11.0,89.02,52,100,1.54,overcast clouds
598,Kudahuvadhoo,MV,2.6708,72.8944,81.54,77,100,16.4,light rain
599,Guerrero Negro,MX,27.9769,-114.0611,75.04,71,1,12.12,clear sky
600,Lagoa,PT,39.05,-27.9833,75.25,78,18,5.19,few clouds
601,Bairiki,KI,1.3292,172.9752,80.6,83,20,4.61,few clouds
602,Monte Carmelo,BR,-18.7247,-47.4986,85.68,22,2,4.92,clear sky
603,Varzea Grande,BR,-15.6467,-56.1325,89.47,29,0,6.91,clear sky
604,Sloboda,RU,51.1421,40.3021,75.72,59,89,6.69,overcast clouds
605,Ojinaga,MX,29.5667,-104.4167,94.57,37,0,8.05,clear sky
606,Upata,VE,8.0086,-62.3989,80.19,68,23,5.88,few clouds
607,Vryburg,ZA,-26.9566,24.7284,63.16,30,58,2.51,broken clouds
608,Saint Charles,US,38.7667,-90.7335,88.88,76,75,5.01,broken clouds
609,Alofi,NU,-19.0595,-169.9187,73.29,100,100,6.91,overcast clouds
610,Suntar,RU,62.1444,117.6319,46.45,97,100,7.36,moderate rain
611,Champasak,LA,14.75,106.0,72.82,95,100,2.01,overcast clouds
612,Ust-Maya,RU,60.4167,134.5333,63.05,71,71,11.41,broken clouds
613,Aswan,EG,24.0934,32.907,108.7,13,0,9.22,clear sky
614,Curup,ID,-3.4667,102.5333,66.47,85,100,1.74,overcast clouds
615,Sulangan,PH,11.1373,123.7228,82.0,76,100,6.44,light rain
616,Dioknisi,GE,41.6293,42.3917,66.88,98,59,4.45,broken clouds
617,Inuvik,CA,68.3499,-133.7218,67.06,54,20,5.75,few clouds
618,Cortez,US,37.3489,-108.5859,71.71,63,100,6.73,overcast clouds
619,Dolinsk,RU,47.35,142.8,55.13,92,99,7.54,overcast clouds
620,Prabumulih,ID,-3.45,104.25,73.87,94,100,1.95,overcast clouds
621,Marau,BR,-28.4492,-52.2,55.35,62,33,5.53,scattered clouds
622,Rabo De Peixe,PT,37.8,-25.5833,76.51,83,20,8.05,few clouds
623,Chanute,US,37.6792,-95.4572,91.45,49,0,10.51,clear sky
624,Havelock,US,34.8791,-76.9013,89.58,76,83,3.0,broken clouds
625,Yatou,CN,37.15,122.3833,80.33,92,27,5.95,scattered clouds
626,Durango,MX,24.8333,-104.8333,72.88,51,33,7.43,scattered clouds
627,Kosh-Agach,RU,50.0,88.6667,46.53,87,83,2.64,broken clouds
628,Port Macquarie,AU,-31.4333,152.9167,57.88,75,30,6.13,scattered clouds
629,Zelenogradsk,RU,54.9589,20.4767,86.05,45,0,8.95,clear sky
630,Stargard Szczecinski,PL,53.3367,15.0499,80.15,19,98,5.01,overcast clouds
631,Tamandare,BR,-8.7597,-35.1047,79.97,63,52,10.0,broken clouds
632,Cockburn Town,TC,21.4612,-71.1419,82.2,77,100,20.04,overcast clouds
633,Boende,CD,-0.2167,20.8667,81.52,61,76,3.11,broken clouds
634,Kununurra,AU,-15.7667,128.7333,71.58,78,28,3.44,scattered clouds
635,Tomatlan,MX,19.9333,-105.25,85.8,73,37,1.81,scattered clouds
636,Hamilton,US,39.1834,-84.5333,78.31,100,100,9.22,moderate rain
637,Sobolevo,RU,54.4299,31.8996,75.97,76,8,5.79,clear sky
638,Asyut,EG,27.181,31.1837,98.78,14,6,13.42,clear sky
639,San Fernando,PH,15.0286,120.6898,80.33,95,98,1.19,moderate rain
640,Meadow Lake,US,34.8014,-106.5436,83.32,40,100,4.9,overcast clouds
641,Sur,OM,22.5667,59.5289,85.44,67,87,8.48,overcast clouds
642,Atyrau,KZ,47.1167,51.8833,91.42,18,0,8.95,clear sky
643,Benguela,AO,-12.5763,13.4055,70.48,75,24,8.32,few clouds
644,Neftcala,AZ,39.3742,49.2472,82.18,66,0,9.8,clear sky
645,Kavaratti,IN,10.5669,72.642,80.17,82,100,21.77,overcast clouds
646,Saint-Joseph,RE,-21.3667,55.6167,68.38,75,32,9.19,scattered clouds
647,Sungaipenuh,ID,-2.0833,101.3833,64.72,94,100,1.07,overcast clouds
648,Meiganga,CM,6.5167,14.3,67.55,94,100,3.65,light rain
649,Nkayi,CG,-4.1841,13.2884,89.58,37,69,7.31,broken clouds
650,Grindavik,IS,63.8424,-22.4338,55.35,87,75,16.11,broken clouds
651,Acarau,BR,-2.8856,-40.12,87.03,52,3,17.29,clear sky
652,Manali,IN,13.1667,80.2667,84.29,81,100,16.28,overcast clouds
653,Sibut,CF,5.718,19.0739,74.91,93,76,4.54,moderate rain
654,Namatanai,PG,-3.6667,152.4333,78.21,80,100,4.81,overcast clouds
655,Mareeba,AU,-17.0,145.4333,68.72,97,40,1.59,scattered clouds
656,Wattegama,LK,6.7989,81.4808,77.67,68,100,8.97,overcast clouds
657,Zeerust,ZA,-25.5369,26.0751,65.16,16,7,6.67,clear sky
658,San Patricio,US,28.017,-97.5169,91.87,44,99,10.22,overcast clouds
659,Bereda,ES,43.2686,-7.5406,67.41,95,98,10.13,overcast clouds
660,Afrikanda,RU,67.4429,32.7828,63.9,95,99,3.62,light rain
661,Oriximina,BR,-1.7656,-55.8661,92.21,44,0,5.66,clear sky
662,Caramay,PH,10.1815,119.236,78.8,82,100,2.19,moderate rain
663,Doha,QA,25.2867,51.5333,96.78,71,3,9.22,clear sky
664,Ust-Kuyga,RU,70.0167,135.6,48.69,75,100,6.49,overcast clouds
665,Le Pradet,FR,43.1066,6.0172,99.61,69,0,16.11,clear sky
666,Contramaestre,CU,20.2978,-76.2414,87.3,57,78,7.99,broken clouds
667,Omsukchan,RU,62.5333,155.8,54.23,94,95,5.12,overcast clouds
668,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.32,67,42,10.16,scattered clouds
669,Verkhnyaya Inta,RU,65.9811,60.3094,64.89,83,70,10.11,light rain
670,Hauterive,FR,46.0901,3.4459,83.16,42,100,9.06,overcast clouds
671,Kopavogur,IS,64.1123,-21.913,55.11,71,75,14.97,broken clouds
672,Ambilobe,MG,-13.2,49.05,72.5,69,67,1.66,light rain
673,Arrah,IN,25.5667,84.6667,89.49,51,100,3.96,overcast clouds
674,Gunjur,GM,13.2019,-16.7339,83.34,71,86,8.88,moderate rain
675,Ambunti,PG,-4.2365,142.8448,72.32,99,100,1.9,light rain
676,Kitimat,CA,54.0524,-128.6534,58.91,25,86,0.65,overcast clouds
677,Otradnoye,RU,59.7775,30.8181,85.03,48,5,5.73,clear sky
678,Copiapo,CL,-27.3667,-70.3333,53.29,27,15,4.65,few clouds
679,Kyra,RU,49.5776,111.9753,55.31,90,49,5.1,scattered clouds
680,Lakes Entrance,AU,-37.8811,147.981,50.16,75,93,5.97,moderate rain
681,Hobyo,SO,5.3505,48.5268,76.86,77,47,28.7,scattered clouds
682,Batagay,RU,67.6333,134.6333,55.51,59,100,0.83,overcast clouds
683,Abu Samrah,SY,35.3029,37.1841,98.56,20,20,15.12,few clouds
684,Kidal,ML,18.4411,1.4078,99.61,26,46,5.5,scattered clouds
685,La Asuncion,VE,11.0333,-63.8628,83.93,79,77,13.8,broken clouds
686,Steamboat Springs,US,40.485,-106.8317,75.7,50,0,3.44,clear sky
687,Estelle,US,29.8458,-90.1067,88.0,73,75,10.36,broken clouds
688,Vilyuysk,RU,63.7553,121.6247,61.05,99,100,1.99,moderate rain
689,Aflao,TG,6.116,1.1914,80.73,69,20,14.97,few clouds
690,Kysyl-Syr,RU,63.8986,122.7617,62.58,98,100,7.58,light rain
691,Inirida,CO,3.8653,-67.9239,84.85,74,68,2.77,broken clouds
692,Bac Lieu,VN,9.285,105.7244,79.57,85,100,7.74,overcast clouds
693,Fengzhen,CN,40.4394,113.1536,75.24,35,33,4.52,scattered clouds
694,Ciudad Real,ES,39.0,-4.0,102.15,13,0,11.01,clear sky
695,Jati,PK,24.3539,68.2671,86.67,67,98,14.38,light rain
696,Tiznit,MA,29.5833,-9.5,96.75,17,6,10.27,clear sky
697,Sept-Iles,CA,50.2001,-66.3821,73.06,42,20,11.5,few clouds
698,Saquarema,BR,-22.92,-42.5103,93.34,45,25,5.35,scattered clouds
